집계일자,시군명,구분명,전화번호안내,소재지우편번호,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도
2022-06-01,의정부시,흥선동행정복지센터,031-870-6852,11659,경기도 의정부시 흥선로 20,경기도 의정부시 가능동 711번지,37.746264,127.030647
2022-06-01,의정부시,송산3동행정복지센터,031-870-7642,11812,경기도 의정부시 민락로 360,경기도 의정부시 낙양동 750,37.7531881,127.1137719
2022-06-01,의정부시,차량등록사업소,031-870-6742,11606,경기도 의정부시 체육로 90,경기도 의정부시 녹양동 174-1번지,37.757949,127.031595
2022-06-01,의정부시,어린이도서관,031-828-8711,11634,경기도 의정부시 회룡로 79,경기도 의정부시 호원동 319-25번지,37.726539,127.042633
2022-06-01,의정부시,정보도서관,031-828-8700,11622,경기도 의정부시 의정로 41,경기도 의정부시 의정부동 326-7번지,37.736577,127.0338701
2022-06-01,의정부시,의정부가재울도서관,031-828-8660,11678,경기도 의정부시 평화로 633,경기도 의정부시 가능동 197-1번지,37.748366,127.044225
2022-06-01,의정부시,의정부과학도서관,031-828-8642,11780,경기도 의정부시 추동로124번길 52,경기도 의정부시 신곡동 124-1번지,37.744726,127.069132
2022-06-01,의정부시,가능1동주민센터,031-870-7052,11676,경기도 의정부시 신촌로 35,경기도 의정부시 가능동 617-8번지,37.750636,127.038647
2022-06-01,의정부시,녹양동주민센터,031-870-7092,11607,경기도 의정부시 진등로 21,경기도 의정부시 녹양동 374-6번지,37.760116,127.0322601
2022-06-01,의정부시,자금동주민센터,031-870-7842,11759,경기도 의정부시 거북로 13,경기도 의정부시 금오동 285-52번지,37.750316,127.058157
2022-06-01,의정부시,호원2동행정복지센터,031-870-7190,11634,경기도 의정부시 신흥로 115,경기도 의정부시 호원동 319-2번지,37.726416,127.043055
2022-06-01,의정부시,신곡1동행정복지센터,031-870-7441,11730,경기도 의정부시 발곡로 17,경기도 의정부시 신곡동 716-1번지,37.731536,127.056784
2022-06-01,의정부시,의정부2동주민센터,031-870-7302,11671,경기도 의정부시 신흥로 275,경기도 의정부시 의정부동 433-52번지,37.740776,127.042791
2022-06-01,의정부시,장암동주민센터,031-870-7552,11718,경기도 의정부시 장곡로250번길 23,경기도 의정부시 장암동 20-10번지,37.726407,127.054263
2022-06-01,의정부시,송산1동주민센터,031-870-7802,11792,경기도 의정부시 민락로 13,경기도 의정부시 용현동 60-8번지,37.7311501,127.086705
2022-06-01,의정부시,의정부시청,031-828-2114,11622,경기도 의정부시 시민로 1,경기도 의정부시 의정부동 326-2번지,37.738063,127.0338401
2022-06-01,의정부시,의정부시청 별관(도시농업과),031-828-4022,11796,경기도 의정부시 시민로416번길 113,경기도 의정부시 용현동 490-1번지,37.728562,127.077128
2022-06-01,의정부시,맑은물사업소,031-870-6212,11619,경기도 의정부시 호국로1049번길 39,경기도 의정부시 가능동 590-24번지,37.740976,127.019846
2022-06-01,의정부시,의정부시청 별관(교통지도과),031-828-4863,11624,경기도 의정부시 의정로46번길 25,경기도 의정부시 의정부동 524-5번지,37.737086,127.036553
2022-06-01,의정부시,보건소,031-870-6002,11649,경기도 의정부시 범골로 131,경기도 의정부시 의정부동 516번지,37.736191,127.039582
2022-06-01,의정부시,동부보건과,031-870-6112,11787,경기도 의정부시 산단로76번길 113-4,경기도 의정부시 용현동 526-3번지 3층,37.743782,127.084394
2022-06-01,의정부시,신곡2동주민센터,031-870-7592,11740,경기도 의정부시 추동로23번길 7,경기도 의정부시 신곡동 672번지,37.743664,127.057924
2022-05-31,여주시,중앙동,031-887-3411,12623,경기도 여주시 여흥로11번길 26,경기도 여주시 하동 134-11,37.29869484,127.6289509
2022-05-31,여주시,금사면,031-887-3892,12604,경기도 여주시 금사면 이포로 27,경기도 여주시 금사면 이포리 197-3,37.39257724,127.533363
2022-05-31,여주시,대신면,031-887-3932,12610,경기도 여주시 대신면 여양로 1456-10,경기도 여주시 대신면 율촌리 390,37.37506787,127.5865394
2022-05-31,여주시,가남읍,031-887-3832,12662,경기도 여주시 가남읍 태평중앙1길 20,경기도 여주시 가남읍 태평리 138-8,37.20165817,127.5448788
2022-05-31,여주시,여주시청,031-887-2112,12619,경기도 여주시 세종로 1,경기도 여주시 홍문동 4,37.29821393,127.6366234
2022-05-31,여주시,점동면,031-887-3812,12667,경기도 여주시 점동면 청안로 132,경기도 여주시 점동면 청안리 124-1,37.20601467,127.6622999
2022-05-31,여주시,오학동,031-887-3971,12639,경기도 여주시 도예로 2,경기도 여주시 현암동 227-5,37.30527006,127.6382507
2022-05-31,여주시,북내면,031-887-3952,12613,경기도 여주시 북내면 여양2로 301,경기도 여주시 북내면 당우리 165-5,37.32905516,127.6790849
2022-05-31,여주시,세종대왕면,031-887-3853,12641,경기도 여주시 세종대왕면 번도1길 2-9,경기도 여주시 능서면 번도리 502-3,37.29998634,127.5734586
2022-05-31,여주시,여흥동,031-887-3763,12628,경기도 여주시 여흥로 148,경기도 여주시 상동 285-2,37.29496104,127.639628
2022-05-31,여주시,강천면,031-887-3982,12616,경기도 여주시 강천면 긴등길 6,경기도 여주시 강천면 간매리 311-2,37.27284446,127.7110756
2022-05-31,여주시,산북면,031-887-3913,12603,경기도 여주시 산북면 상품로 93,경기도 여주시 산북면 상품리 121,37.40206297,127.4429544
2022-05-31,여주시,흥천면,031-887-3874,12607,경기도 여주시 흥천면 효자로 154,경기도 여주시 흥천면 효지리 376-6,37.33330712,127.541425
2022-05-27,화성시,화성시청,031-518-2222~3,18274,경기도 화성시 시청로 159,경기도 화성시 남양읍 남양리 2000,37.1998386132,126.8326588839
2022-05-27,화성시,남양읍,031-5189-274-1~5,18262,경기도 화성시 남양읍 남양성지로 192-5,경기도 화성시 남양읍 남양리 1340,37.2117588155,126.8237857770
2022-05-27,화성시,봉담읍,031-5189-2711,18316,경기도 화성시 봉담읍 샘마을1길 7,경기도 화성시 봉담읍 상리 27-1,37.2196425325,126.9502583571
2022-05-27,화성시,동탄2동,031-5189-4840,18443,경기도 화성시 동탄반석로 87,경기도 화성시 반송동 135,37.1969439894,127.0723088838
2022-05-27,화성시,동탄4동,031-5189-4443,18476,경기도 화성시 동탄대로시범길 133,경기도 화성시 청계동 530,37.1998398680,127.1122843061
2022-05-27,화성시,동탄6동,031-5189-4640,18480,경기도 화성시 동탄감배산로 54,경기도 화성시 오산동 1002,37.1914094072,127.0901760818
2022-05-27,화성시,동탄8동,031-5189-5680,18500,경기도 화성시 동탄대로 87,경기도 화성시 장지동 927번지,37.1623180213,127.1052565210
2022-05-27,화성시,맑은물사업소,031-5189-2445,18624,경기도 화성시 향남읍 발안로 527,경기도 화성시 향남읍 송곡리 183,37.1308400925,126.9649178107
2022-05-27,화성시,송산면,031-5189-2761,18549,경기도 화성시 송산면 매봉산길 12,경기도 화성시 송산면 삼존리 203-5,37.2178435889,126.7391540830
2022-05-27,화성시,팔탄면,031-5189-278-2~8,18527,경기도 화성시 팔탄면 구장길 14,경기도 화성시 팔탄면 구장리 563,37.1622205003,126.9049137499
2022-05-27,화성시,병점1동,031-5189-4520,18411,경기도 화성시 경기대로 1010번길 11,경기도 화성시 병점동 367,37.2068629346,127.0372611539
2022-05-27,화성시,기배동,031-5189-4580,18341,경기도 화성시 기안남로 62,경기도 화성시 기안동 457-21번지,37.2243401658,126.9846378253
2022-05-27,화성시,양감면,031-5189-2821,18633,경기도 화성시 양감면 초록로 7,경기도 화성시 양감면 신왕리 1994,37.0816878563,126.9457206809
2022-05-27,화성시,새솔동,031-5189-6900,18242,경기도 화성시 수노을중앙로 178,경기도 화성시 새솔동 98,37.2812001031,126.8187768947
2022-05-27,화성시,동부출장소,031-5189-4114,18401,경기도 화성시 병점3로 23,경기도 화성시 진안동 526-2,37.2088032152,127.0355363015
2022-05-27,화성시,서신면,031-5189-2771,18555,경기도 화성시 서신면 궁평항로 1702,경기도 화성시 서신면 매화리 277,37.1664122191,126.7091802607
2022-05-27,화성시,장안면,031-5189-279-1~4,18584,경기도 화성시 장안면 포승장안로 1460-7,경기도 화성시 장안면 사랑리 138-14,37.0798270092,126.8313159051
2022-05-27,화성시,정남면,031-5189-4622,18519,경기도 화성시 정남면 서봉로 998,경기도 화성시 정남면 신리 260-1,37.1602719243,126.9711188102
2022-05-27,화성시,진안동,031-5189-4500,18400,경기도 화성시 병점4로 34,경기도 화성시 진안동 460-9,37.2133441861,127.0350012967
2022-05-27,화성시,병점2동,031-5189-4540,18403,경기도 화성시 병점3로 99,경기도 화성시 병점동 834-1,37.2114734129,127.0430145959
2022-05-27,화성시,반월동,031-5189-456-0~6,18377,경기도 화성시 영통로61번길 32,경기도 화성시 반월동 856번지,37.2331375205,127.0605943777
2022-05-27,화성시,화산동,031-5189-4600,18360,경기도 화성시 화산중앙로16,경기도 화성시 안녕동 20-9,37.2060793774,127.0148962599
2022-05-27,화성시,동탄출장소,031-5189-561-0~6,18478,"경기도 화성시 동탄역로 122, 그린파킹파크 5층~8층",경기도 화성시 오산동 968-5,37.1972464174,127.0968603028
2022-05-27,화성시,우정읍,031-5189-2801,18563,경기도 화성시 우정읍 쌍봉로 109-14,경기도 화성시 우정읍 조암리 411-1,37.0898139108,126.8153853410
2022-05-27,화성시,향남읍,031-5189-347-2~4,18592,경기도 화성시 향남읍 발안로 89,경기도 화성시 향남읍 행정리 287-1번지,37.1326492344,126.9202541814
2022-05-27,화성시,매송면,031-5189-2721,18287,경기도 화성시 매송면 매송로 43,경기도 화성시 매송면 어천리 380,37.2523455083,126.9091558811
2022-05-27,화성시,비봉면,031-5189-2731,18284,경기도 화성시 비봉면 비봉로 71번길 1,경기도 화성시 비봉면 양노리 253-3,37.2358040618,126.8738968113
2022-05-27,화성시,마도면,031-5189-2751,18537,경기도 화성시 마도면 마도북로 389,경기도 화성시 마도면 243-2,37.2054881247,126.7696371409
2022-05-27,화성시,차량등록사업소,031-5189-3304,18588,경기도 화성시 향남읍 향남로 470,경기도 화성시 향남읍 도이리 산31-6,37.1374720666,126.9240117072
2022-05-27,화성시,"화성시보건소(보건행정과,감염병관리과)",031-5189-255-1~7,18596,경기도 화성시 향남읍 3.1만세로 1055,경기도 화성시 향남읍 발안리 309,37.1292813141,126.9045638397
2022-05-27,화성시,화성시보건소(건강증진과),031-5189-6211,18301,경기도 화성시 봉담읍 동화새터길 109,경기도 화성시 봉담읍 동화리 614,37.2170603625,126.9611197582
2022-05-27,화성시,동탄보건소(보건행정과),031-5189-4377,18460,경기도 화성시 노작로 226-9,경기도 화성시 노작로 226-9,37.2070260886,127.0785629249
2022-05-27,화성시,동탄보건소(건강증진과),031-5189-6967,18497,경기도 화성시 동탄순환대로 13,경기도 화성시 송동 717-5,37.1651405935,127.0949133888
2022-05-27,화성시,동부보건소,031-5189-4395,18412,경기도 화성시 떡전골로 72-3,경기도 화성시 병점동 400-6,37.2052852620,127.0349042449
2022-05-27,화성시,동탄1동,031-5189-466-0~9,18446,경기도 화성시 동탄반석로 195,경기도 화성시 반송동 86번지,37.2064524016,127.0719171482
2022-05-27,화성시,동탄3동,031-5189-4070,18431,경기도 화성시 동탄지성로 151,경기도 화성시 능동 1119번지,37.2099556428,127.0587565943
2022-05-27,화성시,동탄5동,031-5189-4951,18463,경기도 화성시 동탄영천로 84,경기도 화성시 영천동 539-9,37.2102326180,127.1039702208
2022-05-27,화성시,동탄7동,031-5189-5670,18501,경기도 화성시 동탄대로 8길 36,경기도 화성시 산척동 726,37.1704840136,127.1104631204
2022-05-27,화성시,농업기술센터,031-5189-3605,18583,경기도 화성시 장안면 풍무길80번길 53-20,경기도 화성시 장안면 독정리 1290,37.0768935313,126.8735296101
2022-05-27,화성시,지역개발사업소,031-5189-3232,18588,경기도 화성시 향남읍 향남로 470,경기도 화성시 향남읍 도이리 산31-6,37.1374720666,126.9240117072
2022-05-27,화성시,환경사업소,031-5189-6701,18588,경기도 화성시 향남읍 향남로 470 환경사업소,경기도 화성시 향남읍 도이리 산31-6,37.1374720666,126.9240117072
2022-05-06,광명시,철산2동,02-2680-6609,14215,경기도 광명시 시청로 61,경기도 광명시 철산동 160-4번지,37.484689,126.866622
2022-05-06,광명시,일직동,02-2680-5800,14345,경기도 광명시 양지로 19 6층,경기도 광명시 일직동 512-3번지 6층,37.4189383584,126.8826932620
2022-04-16,오산시,중앙동행정복지센터,031-8036-6200,18135,경기도 오산시 경기대로 307 (오산동),경기도 오산시 오산동 850-1,37.152003,127.072989
2022-04-16,오산시,오산시차량등록사업소,031-8036-6090,18119,경기도 오산시 청학로 98(궐동),경기도 오산시 궐동 94,37.157522,127.065117
2022-04-16,오산시,초평동행정복지센터,031-8036-6350,18127,경기도 오산시 초평중앙로 77(벌음동),경기도 오산시 벌음동 277,37.140084,127.044256
2022-04-16,오산시,대원동행정복지센터,031-8036-6230,18143,경기도 오산시 오산로132번길 28 (원동),경기도 오산시 원동 404-8,37.138617,127.071723
2022-04-16,오산시,남촌동행정복지센터,031-8036-6260,18119,경기도 오산시 청학로 55-5 (청학동),경기도 오산시 청학동 16-6,37.1545873,127.0634552
2022-04-16,오산시,세마동행정복지센터,031-8036-6327,18105,경기도 오산시 독산성로 419 (세교동),경기도 오산시 세교동 595-2,37.1883003,127.0408236
2022-04-16,오산시,오산시청,031-8036-8036,18132,경기도 오산시 성호대로 141 (오산동),경기도 오산시 오산동 915,37.1490355,127.0776652
2022-04-16,오산시,오산시환경사업소,031-8036-8036,18130,경기도 오산시 오산천로 72 (오산동),경기도 오산시 오산동 750,37.141218,127.0646907
2022-04-16,오산시,신장동행정복지센터,031-8036-6290,18108,경기도 오산시 문헌공로 45(금암동),경기도 오산시 금암동 495-2,37.176331,127.054489
2021-12-01,동두천시,소요동행정복지센터,031-860-3154,11307,경기도 동두천시 평화로 2706,경기도 동두천시 동두천동 262,37.92948972,127.0572543
2021-12-01,동두천시,불현동행정복지센터,031-860-3094,11358,경기도 동두천시 행선로 123,경기도 동두천시 생연동 348,37.89851268,127.0624376
2021-12-01,동두천시,보산동행정복지센터,031-860-3073,11309,경기도 동두천시 싸리말로 28,경기도 동두천시 보산동 314-5,37.91764210,127.0613165
2021-12-01,동두천시,중앙동행정복지센터,031-860-3053,11328,경기도 동두천시 생연로 172,경기도 동두천시 생연동 587-16,37.90775728,127.0532394
2021-12-01,동두천시,생연2동행정복지센터,031-860-3033,11331,경기도 동두천시 생연로 95,경기도 동두천시 생연동 810-5,37.90121789,127.0499055
2021-12-01,동두천시,생연1동행정복지센터,031-860-3013,11318,경기도 동두천시 장고갯로 140,경기도 동두천시 생연동 216-2,37.90739411,127.0658974
2021-12-01,동두천시,동두천시의회,031-860-2525,11317,경기도 동두천시 방죽로 23,경기도 동두천시 생연동 457-9,37.90341068,127.0615412
2021-12-01,동두천시,시립도서관,031-860-3261,11338,경기도 동두천시 상패로 60,경기도 동두천시 상패동 54-1,37.90668936,127.0476261
2021-12-01,동두천시,환경사업소,031-860-3194,11301,경기도 동두천시 봉동로 27,경기도 동두천시 상봉암동 173번지,37.94587591,127.0574491
2021-12-01,동두천시,동두천시청,031-865-7101,11317,경기도 동두천시 방죽로 23,경기도 동두천시 생연동 457-9,37.90341068,127.0615412
2021-12-01,동두천시,종합운동장,031-860-3330,11320,경기도 동두천시 어등로 45,경기도 동두천시 생연동 70,37.90083977,127.0704987
2021-12-01,동두천시,꿈나무정보도서관,031-860-3281,11349,경기도 동두천시 지행로 38,경기도 동두천시 지행동 717-4,37.89215013,127.0514001
2021-12-01,동두천시,평생교육원,031-860-3311,11350,경기도 동두천시 중앙로 110-18,경기도 동두천시 지행동 722-1,37.89088078,127.0532318
2021-12-01,동두천시,시민회관,031-860-3242,11340,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.90526403,127.0430631
2021-12-01,동두천시,보건소,031-860-3372,11344,경기도 동두천시 중앙로 167,경기도 동두천시 생연동 714-9,37.89661147,127.0517171
2021-12-01,동두천시,두드림뮤직센터,031-860-2727,11324,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.91584622,127.0565068
2021-12-01,동두천시,아름다운문화센터,031-860-3323,11350,경기도 동두천시 중앙로 110-18,경기도 동두천시 지행동 722-1,37.89088078,127.0532318
2021-12-01,동두천시,상패동행정복지센터,031-860-3175,11340,경기도 동두천시 어수로 8,경기도 동두천시 상패동 122-2,37.90537169,127.0442776
2021-12-01,동두천시,광암동다목적회관,031-860-3094,11322,경기도 동두천시 광암로61번길 21,경기도 동두천시 광암동 183-2,37.89373486,127.0891779
2021-12-01,동두천시,농업기술정보센터,031-860-3326,11340,경기도 동두천시 강변서로 349,경기도 동두천시 상패동 307-7,37.89630485,127.0435672
2021-12-01,동두천시,청소년수련관,031-867-7942,11362,경기도 동두천시 지행로 95,경기도 동두천시 지행동 284-1,37.89312738,127.0578128
2021-12-01,동두천시,CCTV통합관제센터,031-860-2834,11330,경기도 동두천시 중앙로 249,경기도 동두천시 생연동 665-2,37.90399848,127.0533822
2021-12-01,동두천시,자유수호평화박물관,031-860-3330,11307,경기도 동두천시 평화로2910번길 96-63,경기도 동두천시 상봉암동 162-10,37.94250187,127.0660561
2021-12-01,동두천시,경기북북어린이박물관,031-860-2860,11307,경기도 동두천시 평화로2910번길 46,경기도 동두천시 상봉암동 162-3,37.94467222,127.0644517
2021-12-01,동두천시,꿈나무정보도서관,031-860-3281,11349,경기도 동두천시 지행로 38,경기도 동두천시 지행동 717-4,37.89215013,127.0514001
2021-12-01,동두천시,동두천커뮤니센터,031-860-2275,11324,경기도 동두천시 중앙로361번길 19,경기도 동두천시 보산동 426-34,37.91400227,127.0568827
2021-12-01,동두천시,남산모루작은도서관,031-866-7970,11337,경기도 동두천시 상패로 138,경기도 동두천시 상패동 20-1,37.91211561,127.0513424
2021-12-01,동두천시,운동장작은도서관,031-860-3295,11319,경기도 동두천시 어등로 50,경기도 동두천시 생연동 80,37.89938432,127.0696877
2021-12-01,동두천시,어수정작은도서관,031-860-3275,11328,경기도 동두천시 중앙로 283,경기도 동두천시 생연동 605-4,37.90677664,127.0541529
2021-12-01,동두천시,송내동행정복지센터,031-860-3134,11350,경기도 동두천시 동두천로 97,경기도 동두천시 지행동 722-3,37.89020657,127.0539089
2021-12-01,동두천시,EM센터,031-860-2102,11302,경기도 동두천시 강변로 872,경기도 동두천시 동두천동 432-1,37.94229789,127.0563815
2021-12-01,동두천시,재활용센터,031-860-2102,11302,경기도 동두천시 강변로 872,경기도 동두천시 동두천동 432-1,37.94229789,127.0563815
2021-12-01,동두천시,동두천국민체육센터,031-860-3276,11360,경기도 동두천시 천보산로 688,경기도 동두천시 탑동동 799,37.89056124,127.0921526
2021-12-01,동두천시,동두천시치매안심센터,031-860-3395,11344,경기도 동두천시 중앙로 167,경기도 동두천시 생연동 714-9,37.89661147,127.0517171
2021-12-01,동두천시,동두천시정신건강복지센터,031-860-3433,11344,경기도 동두천시 중앙로 167,경기도 동두천시 생연동 714-9,37.89661147,127.0517171
2021-08-12,부천시,신중동 행정복지센터,032-320-3000,14537,경기도 부천시 석천로209번길 15 (중동),경기도 부천시 중동 1032,37.5060501456,126.7625910911
2021-08-12,부천시,심곡동 행정복지센터,032-320-3000,14639,경기도 부천시 부흥로424번길 25 (심곡동),경기도 부천시 심곡동 135-3,37.4874119724,126.7870848289
2021-08-12,부천시,상동 행정복지센터,032-320-3000,14589,경기도 부천시 조마루로 95 (상동),경기도 부천시 상동 557-7,37.5006340577,126.7541024914
2021-08-12,부천시,대상동 행정복지센터,032-320-3000,14712,경기도 부천시 심곡로9번길 54 (심곡본동),경기도 부천시 심곡본동 665-13,37.4824341188,126.7790043275
2021-08-12,부천시,중동 행정복지센터,032-320-3000,14626,경기도 부천시 부일로 342 (중동),경기도 부천시 중동 801,37.4878124882,126.7681853405
2021-08-12,부천시,성곡동 행정복지센터,032-320-3000,14463,경기도 부천시 성오로 25 (여월동),경기도 부천시 여월동 10-36,37.5167535447,126.8031949954
2021-08-12,부천시,범안동 행정복지센터,032-320-3000,14697,경기도 부천시 범안로 38 (괴안동),경기도 부천시 괴안동 72,37.4784208043,126.8068968829
2021-08-12,부천시,오정동 행정복지센터,032-320-3000,14434,경기도 부천시 성오로 172 (오정동),경기도 부천시 오정동 129,37.5283486197,126.7960258927
2021-08-12,부천시,부천동 행정복지센터,032-320-3000,14566,경기도 부천시 부천로136번길 27(원미동),경기도 부천시 원미동 71,37.4967327440,126.7875117251
2021-08-12,부천시,소사본동 행정복지센터,032-320-3000,14692,경기도 부천시 경인옛로 73 (소사본동),경기도 부천시 소사본동 64,37.4800468247,126.7999476877
2021-06-28,시흥시,시흥시청,031-310-2114,14998,경기도 시흥시 시청로 20 (장현동),경기도 시흥시 장현동 300번지,37.38042164,126.8040627
2021-06-28,시흥시,정왕본동,031-310-4517,15048,경기도 시흥시 역전로 228 (정왕동),경기도 시흥시 정왕동 2149-3번지,37.34941045,126.7460102
2021-06-28,시흥시,매화동,031-310-4422,14939,경기도 시흥시 매화로 22 (매화동),경기도 시흥시 매화동 77-8번지,37.41800983,126.8153391
2021-06-28,시흥시,대야동,031-310-3782,14902,경기도 시흥시 소래산길 11 (대야동),경기도 시흥시 대야동 332-1번지,37.44850588,126.7846949
2021-06-28,시흥시,능곡동,031-310-4746,14992,경기도 시흥시 능곡로 140 (능곡동),경기도 시흥시 능곡동 710번지,37.36641926,126.8157208
2021-06-28,시흥시,연성동,031-310-4692,14998,경기도 시흥시 새재로 30 (장현동),경기도 시흥시 장현동 272-9번지,37.38153284,126.8034579
2021-06-28,시흥시,과림동,031-310-4662,14932,경기도 시흥시 금오로 383 (과림동),경기도 시흥시 과림동 490-11번지,37.43687195,126.8328847
2021-06-28,시흥시,정왕3동,031-310-4611,15030,경기도 시흥시 정왕대로53번길 38 (정왕동),경기도 시흥시 정왕동 1866-1번지,37.35760849,126.7264475
2021-06-28,시흥시,군자동,031-310-4484,15069,경기도 시흥시 도일로102번길 11 (거모동),경기도 시흥시 거모동 1660-2번지,37.3400136,126.7850215
2021-06-28,시흥시,월곶동,031-310-4772,14966,경기도 시흥시 월곶중앙로 54 (월곶동),경기도 시흥시 월곶동 1006-1번지,37.38870833,126.7395071
2021-06-28,시흥시,신천동,031-310-4332,14953,경기도 시흥시 포도원로 72 (신천동),경기도 시흥시 신천동 265-2번지,37.4354739,126.7817868
2021-06-28,시흥시,신현동,031-310-4362,14957,경기도 시흥시 신현로 46 (포동),경기도 시흥시 포동 20-33번지,37.40618284,126.7846101
2021-06-28,시흥시,정왕4동,031-310-4632,15020,경기도 시흥시 함송로29번길 23 (정왕동),경기도 시흥시 정왕동 1878-13번지,37.36550092,126.7322523
2021-06-28,시흥시,목감동,031-310-4452,14985,경기도 시흥시 목감우회로 23 (조남동),경기도 시흥시 조남동 697번지,37.38165547,126.8587735
2021-06-28,시흥시,은행동,031-310-4393,14922,경기도 시흥시 수인로3247번길 25 (은행동),경기도 시흥시 은행동 113-9번지,37.43645051,126.7979861
2021-06-28,시흥시,배곧동,031-310-6782,15011,"경기도 시흥시 서울대학로278번길 61 (정왕동, 베니스스퀘어)",경기도 시흥시 정왕동 2537-2번지,37.36818714,126.7306718
2021-06-28,시흥시,장곡동,031-310-4752,15002,경기도 시흥시 인선길 14 (장곡동),경기도 시흥시 장곡동 344번지,37.37745021,126.7874332
2021-06-28,시흥시,정왕2동,031-310-4581,15038,경기도 시흥시 정왕대로 122 (정왕동),경기도 시흥시 정왕동 1849-1번지,37.35103969,126.7289512
2021-06-28,시흥시,정왕1동,031-310-4542,15063,경기도 시흥시 정왕대로298번길 15 (정왕동),경기도 시흥시 정왕동 1785-3번지,37.34026129,126.7439841
2021-06-23,연천군,전곡고등학교,031-832-2088,11025,경기도 연천군 전곡읍 전은길 9-89,경기도 연천군 전곡읍 은대리 506-1,38.0352260528,127.0691781081
2021-06-23,연천군,연천중학교,031-834-1428,11013,경기도 연천군 연천읍 연천로336번길 13,경기도 연천군 연천읍 현가리 51-1,38.1082203173,127.0766659121
2021-06-23,연천군,전곡중학교,031-832-2224,11025,경기도 연천군 전곡읍 전은길 21,경기도 연천군 전곡읍 전곡리 396-1,38.0343050876,127.0711890405
2021-06-23,연천군,군남중학교,031-833-8260,11007,경기도 연천군 군남면 진상17길46,경기도 연천군 군남면 진상리 704-1,38.0673908263,127.0154883092
2021-06-23,연천군,청산중학교,031-835-3484,11020,경기도 연천군 청산면 아우라지길 13-32,경기도 연천군 청산면 궁평리 550-1,38.0348374997,127.1075024063
2021-06-23,연천군,백학중학교,031-835-5039,11048,경기도 연천군 백학면 두일로 79,경기도 연천군 백학면 두일리 568-2,38.0267036934,126.9083576900
2021-06-23,연천군,대광중학교,031-834-8438,11000,경기도 연천군 신서면 연신로 1127-1,경기도 연천군 신서면 도신리 245-1,38.1830259643,127.1053955704
2021-06-23,연천군,연천초등학교,031-834-1430,11017,경기도 연천군 연천읍 연천로 228,경기도 연천군 연천읍 차탄리 72,38.0977066453,127.0753123592
2021-06-23,연천군,전곡초등학교,031-832-2081,11032,경기도 연천군 전곡읍 선사로 433,경기도 연천군 전곡읍전곡리 331-1,38.0276387527,127.0720482732
2021-06-23,연천군,군남초등학교,031-833-2365,11007,경기도 연천군 군남면 진상17길46,경기도 연천군 군남면 진상리 704-1,38.0673908263,127.0154883092
2021-06-23,연천군,궁평초등학교,031-835-1117,11020,경기도 연천군 청산면 궁평로45번길 52,경기도 연천군 청산면 궁평리 496-1,38.0280680559,127.1045646536
2021-06-23,연천군,초성초등학교,031-832-4007,11023,경기도 연천군 청산면 학담로 104,경기도 연천군 청산면 초성리 223-1,37.9981637389,127.0736774649
2021-06-23,연천군,백학초등학교,031-835-5011,11048,경기도 연천군 백학면 백학로40번길 23,경기도 연천군 백학면 두일리 15,38.0316002108,126.9215588498
2021-06-23,연천군,연천왕산초등학교,031-833-7880,11044,경기도 연천군 미산면 왕산로 15,경기도 연천군 미산면 우정리 397,38.0562415803,127.0110138298
2021-06-23,연천군,연천군법원,031-834-3476,11013,경기도 연천군 연천읍 연천로 376,경기도 연천군 연천읍 현가리 45-2,38.1105780498,127.0756713075
2021-06-23,연천군,연천군선거관리위원회,031-834-0170,11012,경기도 연천군 연천읍 차옥로 3,경기도 연천군 연천읍 차탄리 748,38.0968816524,127.0764690198
2021-06-23,연천군,연천우체국,031-834-0003,11013,경기도 연천군 연천읍 연천로 280,경기도 연천군 연천읍 차탄리 34-7,38.1018613247,127.0752655008
2021-06-23,연천군,군남우체국,031-833-7001,11006,경기도 연천군 군남면 군남로 406,경기도 연천군 군남면 삼거리413-3,38.0837464807,127.0192915359
2021-06-23,연천군,초성우체국,031-832-1403,11023,경기도 연천군 청산면 학담로 89번길 5,경기도 연천군 청산면 초성리 214-4,37.9969483454,127.0715660870
2021-06-23,연천군,미산우체국,031-833-7301,11044,경기도 연천군 미산면 청정로 1734,경기도 연천군 미산면 우정리 405-6,38.0538290292,127.0117023694
2021-06-23,연천군,연천소방서,031-830-0119,11025,경기도 연천군 전곡읍 평화로 892,경기도 연천군 전곡읍 은대리 422-4,38.0483373926,127.0685656081
2021-06-23,연천군,전곡119안전센터,031-830-0511,11031,경기도 연천군 전곡읍 전곡로 27,경기도 연천군 전곡읍 전곡리 229-2,38.0162371735,127.0719436944
2021-06-23,연천군,백학119안전센터,031-830-0531,11049,경기도 연천군 백학면 통구리 1067,경기도 연천군 백학면 두일리 370,38.0174127248,126.9139918901
2021-06-23,연천군,청산119지역대,031-830-0516,11021,경기도 연천군 전곡읍 청창로 721-4,경기도 연천군 청산면 백으리 822-4,38.0242129427,127.1359974032
2021-06-23,연천군,왕징119지역대,031-830-0508,11044,경기도 연천군 왕징면 왕산로 44-1,경기도 연천군 왕징면 무등리 8-2,38.0584914181,127.0123781174
